Indeks;NUTId;Sezon;ImieNazwisko;Pozycja;Druzyna;Wynagrodzenie;Mecze;Wszystkie_zbiorki;Asysty;Przechwyty;Bloki;Straty;Punkty
1332;3;2007/08;Jorge Garbajosa; PF;Toronto Raptors;4 000 000;7;15;3;3;0;1;22
1383;3;2007/08;Primoz Brezec; C;Toronto Raptors;2 750 000;50;81;11;3;7;24;112
1392;3;2007/08;Kris Humphries; PF;Toronto Raptors;2 522 913;70;259;28;25;28;47;397
1425;3;2007/08;Carlos Delfino; SG;Toronto Raptors;1 868 141;82;359;145;69;11;75;738
1430;3;2007/08;Maceo Baston; SF;Toronto Raptors;1 830 000;15;26;3;2;4;4;41
1446;3;2007/08;Joey Graham; SF;Toronto Raptors;1 596 600;38;67;15;3;0;23;138
1510;3;2007/08;Darrick Martin; PG;Toronto Raptors;770 610;17;7;21;6;0;1;27
1559;3;2007/08;Jamario Moon; SF;Toronto Raptors;427 163;78;484;90;80;108;51;661
1604;3;2007/08;Linton Johnson; PF;Toronto Raptors;4 533;8;14;4;0;1;5;21
1618;3;2008/09;Shawn Marion; SG;Toronto Raptors;17810000;69;589;139;88;66;105;891
1632;3;2008/09;Chris Bosh; PF;Toronto Raptors;14410581;77;771;191;67;77;174;1746
1727;3;2008/09;Jason Kapono; SG;Toronto Raptors;5784480;80;163;105;22;3;70;654
1742;3;2008/09;Andrea Bargnani; C;Toronto Raptors;5176440;78;416;94;34;97;135;1202
1756;3;2008/09;Anthony Parker; SG;Toronto Raptors;4550000;80;317;269;100;15;114;857
1766;3;2008/09;Marcus Banks; PG;Toronto Raptors;4260000;22;18;28;11;2;14;56
1802;3;2008/09;Kris Humphries; PF;Toronto Raptors;3200000;29;70;10;8;6;8;114
1835;3;2008/09;Joey Graham; SF;Toronto Raptors;2449184;78;292;48;35;12;74;597
1892;3;2008/09;Quincy Douby; SG;Toronto Raptors;1427040;27;32;25;5;5;13;115
1942;3;2008/09;Patrick O'Bryant; C;Toronto Raptors;797581;39;66;11;6;19;22;101
1982;3;2008/09;Hassan Adams; SF;Toronto Raptors;711517;12;7;1;1;1;4;11
2003;3;2008/09;Jake Voskuhl; C;Toronto Raptors;577073;38;59;8;3;4;17;35
2017;3;2008/09;Nathan Jawai; C;Toronto Raptors;442114;6;2;0;0;0;2;2
2051;3;2009/10;Chris Bosh; PF;Toronto Raptors;15779912;70;759;166;43;68;169;1678
2105;3;2009/10;Hedo Turkoglu; SF;Toronto Raptors;9000000;74;343;304;55;32;125;835
2129;3;2009/10;Andrea Bargnani; C;Toronto Raptors;6527491;80;493;93;25;111;120;1376
2166;3;2009/10;Jarrett Jack; G;Toronto Raptors;5000000;82;222;413;60;6;163;931
2168;3;2009/10;Reggie Evans; C;Toronto Raptors;4960000;28;105;8;14;4;22;95
2176;3;2009/10;Marcus Banks; PG;Toronto Raptors;4553793;22;23;26;12;2;20;109
2194;3;2009/10;Amir Johnson; F;Toronto Raptors;3941667;82;395;48;44;66;63;511
2255;3;2009/10;DeMar DeRozan; SF;Toronto Raptors;2282640;77;223;53;43;18;62;662
2275;3;2009/10;Rasho Nesterovic; C;Toronto Raptors;1990000;42;89;25;10;17;16;163
2288;3;2009/10;Antoine Wright; SF;Toronto Raptors;1800000;67;190;71;30;11;58;435
2304;3;2009/10;Marco Belinelli; G;Toronto Raptors;1547640;66;95;89;42;5;60;469
2354;3;2009/10;Patrick O'Bryant; C;Toronto Raptors;855189;11;11;1;2;4;5;19
2386;3;2009/10;Pops Mensah-Bonsu; PF;Toronto Raptors;825497;20;35;3;4;9;10;39
2404;3;2009/10;Sonny Weems; SG;Toronto Raptors;736420;69;192;101;39;25;65;518
2527;3;2010/11;Jose Calderon; G;Toronto Raptors;9000000;68;202;605;81;7;148;669
2530;3;2010/11;Andrea Bargnani; C;Toronto Raptors;8500000;66;343;119;34;46;152;1414
2547;3;2010/11;Leandro Barbosa; G;Toronto Raptors;7100000;58;99;119;50;6;84;769
2583;3;2010/11;Reggie Evans; C;Toronto Raptors;5080000;30;345;38;29;6;39;132
2585;3;2010/11;Amir Johnson; F;Toronto Raptors;5000000;72;461;81;53;88;69;688
2589;3;2010/11;Linas Kleiza; SF;Toronto Raptors;4995000;39;177;40;19;7;65;436
2593;3;2010/11;Marcus Banks; PG;Toronto Raptors;4847586;3;1;3;1;0;2;6
2665;3;2010/11;Julian Wright; SF;Toronto Raptors;2858057;52;118;58;39;20;43;188
2677;3;2010/11;DeMar DeRozan; SF;Toronto Raptors;2453880;82;315;148;85;31;144;1410
2686;3;2010/11;Jerryd Bayless; G;Toronto Raptors;2292600;71;165;266;38;5;127;651
2709;3;2010/11;Ed Davis; C;Toronto Raptors;1919160;65;462;40;39;67;48;501
2720;3;2010/11;James Johnson; PF;Toronto Raptors;1713600;38;142;89;33;37;64;271
2733;3;2010/11;Alexis Ajinca; C;Toronto Raptors;1467840;34;78;10;11;19;18;143
2792;3;2010/11;Sonny Weems; SG;Toronto Raptors;854389;59;153;104;34;2;86;545
2817;3;2010/11;Joey Dorsey; PF;Toronto Raptors;854389;43;190;27;24;17;39;135
2839;3;2010/11;Solomon Alabi; C;Toronto Raptors;670000;12;14;2;2;2;3;6
2890;3;2010/11;Trey Johnson; SG;Toronto Raptors;8967;8;7;11;1;1;5;34
2943;3;2011/12;Andrea Bargnani; C;Toronto Raptors;10000000;31;172;61;18;15;69;603
2993;3;2011/12;Amir Johnson; F;Toronto Raptors;6000000;64;408;79;33;69;94;452
3025;3;2011/12;Linas Kleiza; SF;Toronto Raptors;4600000;49;199;46;23;4;64;473
3065;3;2011/12;DeMar DeRozan; SF;Toronto Raptors;3344250;63;211;128;48;17;123;1054
3082;3;2011/12;Jerryd Bayless; G;Toronto Raptors;3042280;31;66;118;24;4;53;353
3093;3;2011/12;James Johnson; PF;Toronto Raptors;2812006;62;292;122;71;84;101;566
3105;3;2011/12;Aaron Gray; C;Toronto Raptors;2500000;49;281;27;22;17;51;191
3123;3;2011/12;Ed Davis; C;Toronto Raptors;2207040;66;438;60;40;63;67;415
3158;3;2011/12;Gary Forbes; F;Toronto Raptors;1500000;48;102;54;24;4;54;319
3213;3;2011/12;Jamaal Magloire; C;Toronto Raptors;854389;34;113;6;4;10;22;41
3236;3;2011/12;Rasual Butler; SF;Toronto Raptors;854389;34;66;19;7;5;15;110
3245;3;2011/12;Anthony Carter; PG;Toronto Raptors;854389;24;33;34;8;4;17;47
3254;3;2011/12;Solomon Alabi; C;Toronto Raptors;830000;14;47;3;2;9;5;33
3319;3;2011/12;Alan Anderson; SG;Toronto Raptors;213597;17;34;26;5;3;25;163
3322;3;2011/12;Ben Uzoh; PG;Toronto Raptors;190548;18;67;61;17;3;19;81
3355;3;2012/13;Rudy Gay; SF;Toronto Raptors;16460538;75;461;202;113;53;198;1366
3392;3;2012/13;Andrea Bargnani; C;Toronto Raptors;10000000;35;128;38;21;23;54;443
3439;3;2012/13;Landry Fields; SG;Toronto Raptors;6250000;51;208;60;32;8;42;240
3442;3;2012/13;Amir Johnson; F;Toronto Raptors;6050000;81;611;122;81;110;117;813
3448;3;2012/13;Kyle Lowry; PG;Toronto Raptors;5750000;68;321;435;94;24;157;791
3476;3;2012/13;Linas Kleiza; SF;Toronto Raptors;4600000;20;52;16;4;2;14;148
3518;3;2012/13;Jonas Valanciunas; C;Toronto Raptors;3374640;62;372;45;17;78;94;554
3520;3;2012/13;DeMar DeRozan; SF;Toronto Raptors;3344250;82;320;204;76;24;151;1485
3560;3;2012/13;Aaron Gray; C;Toronto Raptors;2575000;42;133;33;7;5;36;119
3563;3;2012/13;Terrence Ross; SG;Toronto Raptors;2563320;73;144;53;43;14;48;467
3609;3;2012/13;Sebastian Telfair; PG;Toronto Raptors;1567500;59;84;153;37;11;64;331
3613;3;2012/13;John Lucas III; PG;Toronto Raptors;1500000;63;65;105;23;1;26;333
3680;3;2012/13;Alan Anderson; SG;Toronto Raptors;854389;65;148;103;48;7;80;693
3716;3;2012/13;Mickael Pietrus; SF;Toronto Raptors;698589;19;36;9;12;6;16;100
3717;3;2012/13;Quincy Acy; F;Toronto Raptors;665000;29;77;11;13;15;17;116
3832;3;2013/14;DeMar DeRozan; SF;Toronto Raptors;9500000;79;343;313;86;28;176;1791
3854;3;2013/14;John Salmons; SF;Toronto Raptors;7583000;78;163;147;47;19;54;403
3867;3;2013/14;Amir Johnson; F;Toronto Raptors;6500000;77;505;115;56;88;123;799
3873;3;2013/14;Landry Fields; SG;Toronto Raptors;6250000;30;59;20;10;3;11;68
3874;3;2013/14;Kyle Lowry; PG;Toronto Raptors;6210000;79;369;586;121;15;194;1417
3878;3;2013/14;Chuck Hayes; PF;Toronto Raptors;5722500;61;210;35;34;12;33;132
3925;3;2013/14;Steve Novak; SF;Toronto Raptors;3750000;54;58;13;12;4;5;178
3930;3;2013/14;Jonas Valanciunas; C;Toronto Raptors;3526440;81;714;57;24;71;136;916
3947;3;2013/14;Tyler Hansbrough; PF;Toronto Raptors;3183000;64;287;17;28;19;47;312
3955;3;2013/14;Patrick Patterson; PF;Toronto Raptors;3105302;65;342;78;55;37;65;555
3972;3;2013/14;Terrence Ross; SG;Toronto Raptors;2678640;81;252;79;64;27;88;879
4027;3;2013/14;Nando De Colo; G;Toronto Raptors;1463000;47;73;65;22;6;35;177
4095;3;2013/14;Julyan Stone; G;Toronto Raptors;884293;21;20;12;3;0;5;18
4119;3;2013/14;Dwight Buycks; G;Toronto Raptors;700000;14;23;10;8;0;10;43
4221;3;2014/15;Kyle Lowry; PG;Toronto Raptors;12000000;70;328;473;109;13;173;1244
4236;3;2014/15;DeMar DeRozan; SF;Toronto Raptors;10100000;60;277;210;73;11;137;1204
4271;3;2014/15;Amir Johnson; F;Toronto Raptors;7000000;75;456;117;44;59;110;694
4278;3;2014/15;Greivis Vasquez; PG;Toronto Raptors;6400000;82;216;302;46;10;119;775
4282;3;2014/15;Landry Fields; SG;Toronto Raptors;6250000;26;26;15;11;0;8;46
4287;3;2014/15;Chuck Hayes; PF;Toronto Raptors;5958750;29;51;20;10;4;8;50
4289;3;2014/15;Patrick Patterson; PF;Toronto Raptors;5831326;81;433;155;60;44;54;648
4298;3;2014/15;Lou Williams; SG;Toronto Raptors;5450000;80;151;164;88;10;101;1242
4347;3;2014/15;Jonas Valanciunas; C;Toronto Raptors;3678360;80;693;39;33;95;109;963
4360;3;2014/15;Tyler Hansbrough; PF;Toronto Raptors;3326235;74;265;21;30;15;20;270
4392;3;2014/15;Terrence Ross; SG;Toronto Raptors;2793960;82;226;86;53;25;69;807
4405;3;2014/15;James Johnson; PF;Toronto Raptors;2500000;70;257;95;54;70;79;554
4447;3;2014/15;Lucas Nogueira; C;Toronto Raptors;1762680;6;11;1;2;0;2;6
4463;3;2014/15;Bruno Caboclo; F;Toronto Raptors;1458360;8;2;0;0;1;4;10
4520;3;2014/15;Greg Stiemsma; C;Toronto Raptors;915243;17;15;3;2;0;7;14
4681;3;2015/16;DeMarre Carroll; F;Toronto Raptors;13600000;26;122;27;44;6;28;286
4696;3;2015/16;Kyle Lowry; PG;Toronto Raptors;12000000;77;365;494;158;34;225;1634
4710;3;2015/16;DeMar DeRozan; SF;Toronto Raptors;10050000;78;349;315;81;21;175;1830
4744;3;2015/16;Cory Joseph; PG;Toronto Raptors;7000000;80;210;250;63;20;102;677
4756;3;2015/16;Patrick Patterson; PF;Toronto Raptors;6268675;79;342;94;53;32;65;543
4789;3;2015/16;Jonas Valanciunas; C;Toronto Raptors;4660482;60;547;42;25;80;85;768
4820;3;2015/16;Terrence Ross; SG;Toronto Raptors;3553917;73;185;56;54;25;46;720
4846;3;2015/16;Luis Scola; F;Toronto Raptors;2900000;76;360;66;46;27;68;664
4857;3;2015/16;Bismack Biyombo; C;Toronto Raptors;2814000;82;655;29;19;133;71;454
4869;3;2015/16;James Johnson; PF;Toronto Raptors;2500000;57;126;67;29;33;54;287
4901;3;2015/16;Lucas Nogueira; C;Toronto Raptors;1842000;29;46;7;12;12;11;65
4917;3;2015/16;Bruno Caboclo; F;Toronto Raptors;1524000;6;2;1;2;1;4;3
4918;3;2015/16;Delon Wright; SG;Toronto Raptors;1509360;27;37;31;8;3;16;103
4998;3;2015/16;Anthony Bennett; F;Toronto Raptors;947276;19;23;0;5;0;4;28
5043;3;2015/16;Norman Powell; SF;Toronto Raptors;650000;49;111;47;29;10;32;273
5066;3;2015/16;Jason Thompson; PF;Toronto Raptors;245177;47;134;29;12;20;15;147
5093;3;2016/17;DeMar DeRozan; SF;Toronto Raptors;26540100;74;386;290;78;13;180;2020
5147;3;2016/17;Jonas Valanciunas; C;Toronto Raptors;14382023;80;759;57;37;63;106;959
5148;3;2016/17;DeMarre Carroll; F;Toronto Raptors;14200000;72;275;74;81;27;54;638
5165;3;2016/17;Serge Ibaka; F;Toronto Raptors;12250000;79;538;75;41;124;105;1173
5170;3;2016/17;Kyle Lowry; PG;Toronto Raptors;12000000;60;286;417;88;19;173;1344
5221;3;2016/17;Cory Joseph; PG;Toronto Raptors;7315000;80;235;265;66;13;108;740
5238;3;2016/17;Patrick Patterson; PF;Toronto Raptors;6050000;65;293;76;40;23;38;445
5253;3;2016/17;Jared Sullinger; C;Toronto Raptors;5628000;11;27;3;4;1;4;37
5260;3;2016/17;P.J. Tucker; PF;Toronto Raptors;5300000;81;471;99;116;19;66;540
5336;3;2016/17;Jakob Poeltl; C;Toronto Raptors;2703960;54;165;12;17;20;29;165
5369;3;2016/17;Lucas Nogueira; C;Toronto Raptors;1921320;57;244;42;52;89;46;253
5383;3;2016/17;Bruno Caboclo; F;Toronto Raptors;1589640;9;10;4;2;1;2;14
5384;3;2016/17;Delon Wright; SG;Toronto Raptors;1577280;27;48;57;27;11;25;150
5408;3;2016/17;Pascal Siakam; PF;Toronto Raptors;1196040;55;185;17;26;45;33;229
5471;3;2016/17;Norman Powell; SF;Toronto Raptors;874636;76;169;82;52;14;70;636
5487;3;2016/17;Fred VanVleet; SG;Toronto Raptors;543471;37;42;35;16;3;15;107
5904;3;2017/18;Alfonzo McKinnie; F;Toronto Raptors;1378242;14;7;1;1;1;3;21
5905;3;2017/18;Delon Wright; SG;Toronto Raptors;2536898;69;198;200;72;33;78;555
5906;3;2017/18;DeMar DeRozan; SF;Toronto Raptors;27739975;80;315;417;85;22;175;1840
5907;3;2017/18;Jakob Poeltl; C;Toronto Raptors;2947320;82;393;57;39;100;85;567
5908;3;2017/18;Jonas Valanciunas; C;Toronto Raptors;16539326;77;660;81;29;69;115;980
5909;3;2017/18;Kyle Lowry; PG;Toronto Raptors;31200000;78;434;537;85;19;183;1267
5910;3;2017/18;Malachi Richardson; G;Toronto Raptors;1569360;26;34;13;10;1;10;89
5911;3;2017/18;Norman Powell; SF;Toronto Raptors;9367200;70;119;89;37;16;66;385
5912;3;2017/18;OG Anunoby; SF;Toronto Raptors;2034120;74;184;55;52;14;45;438
5913;3;2017/18;Pascal Siakam; PF;Toronto Raptors;1544951;81;364;159;62;42;67;589
5914;3;2017/18;Serge Ibaka; F;Toronto Raptors;21666667;76;478;62;29;99;90;959
5949;3;2018/19;Kyle Lowry; PG;Toronto Raptors;31200000;65;312;564;91;31;182;926
5970;3;2018/19;Marc Gasol; C;Toronto Raptors;24119025;79;627;349;84;86;155;1071
5976;3;2018/19;Kawhi Leonard; SF;Toronto Raptors;23114067;60;439;199;106;24;121;1596
5979;3;2018/19;Serge Ibaka; F;Toronto Raptors;21666667;74;601;99;29;103;114;1112
6060;3;2018/19;Danny Green; SF;Toronto Raptors;10000000;80;317;126;73;53;75;821
6067;3;2018/19;Norman Powell; SF;Toronto Raptors;9367200;60;139;91;39;13;65;516
6071;3;2018/19;Fred VanVleet; SG;Toronto Raptors;8653847;64;167;307;57;20;82;701
6160;3;2018/19;Jodie Meeks; G;Toronto Raptors;3454500;8;12;8;1;1;2;51
6253;3;2018/19;Malachi Richardson; G;Toronto Raptors;1569360;22;13;0;1;0;8;30
6255;3;2018/19;Pascal Siakam; PF;Toronto Raptors;1544951;80;549;248;73;52;154;1354
6355;3;2018/19;Patrick McCaw; SF;Toronto Raptors;777665;29;48;29;23;2;17;74
6363;3;2018/19;Jeremy Lin; G;Toronto Raptors;487109;74;179;231;47;13;124;707
6366;3;2018/19;Chris Boucher; PF;Toronto Raptors;457418;28;56;2;6;24;7;93
6367;3;2018/19;Malcolm Miller; F;Toronto Raptors;457418;10;5;1;1;1;1;35
6398;3;2019/20;Kyle Lowry; PG;Toronto Raptors;34996296;58;292;433;82;26;178;1126
6432;3;2019/20;Marc Gasol; C;Toronto Raptors;25595700;44;275;147;34;38;59;331
6436;3;2019/20;Serge Ibaka; F;Toronto Raptors;23271604;55;452;77;28;46;109;845
6501;3;2019/20;Norman Powell; SF;Toronto Raptors;10116576;52;190;91;60;21;77;830
6511;3;2019/20;Fred VanVleet; SG;Toronto Raptors;9346153;54;203;357;100;17;121;952
6597;3;2019/20;Patrick McCaw; SF;Toronto Raptors;4000000;37;86;79;39;4;29;170
6608;3;2019/20;Stanley Johnson; PF;Toronto Raptors;3623000;25;37;20;6;4;15;60
6652;3;2019/20;Rondae Hollis-Jefferson; SF;Toronto Raptors;2500000;60;283;106;46;23;59;418
6658;3;2019/20;Pascal Siakam; PF;Toronto Raptors;2351839;60;439;207;61;53;148;1371
6741;3;2019/20;Chris Boucher; PF;Toronto Raptors;1588231;62;277;26;22;61;28;411
6742;3;2019/20;Malcolm Miller; F;Toronto Raptors;1588231;28;16;11;5;2;4;35
6787;3;2019/20;Dewan Hernandez; F;Toronto Raptors;898310;6;14;3;1;0;3;14
6792;3;2019/20;Terence Davis; SG;Toronto Raptors;898310;72;237;115;39;14;76;543
6803;3;2019/20;Matt Thomas; SG;Toronto Raptors;898310;41;61;22;10;1;16;202
6849;3;2020/21;Pascal Siakam; PF;Toronto Raptors;30559200;56;405;250;64;37;130;1196
6851;3;2020/21;Kyle Lowry; PG;Toronto Raptors;30500000;46;247;338;45;14;126;791
6877;3;2020/21;Fred VanVleet; SG;Toronto Raptors;21250000;52;220;328;87;37;95;1019
6942;3;2020/21;Rodney Hood; SG;Toronto Raptors;10047450;55;103;53;24;7;36;246
6987;3;2020/21;Aron Baynes; C;Toronto Raptors;7000000;53;273;47;17;23;46;324
6990;3;2020/21;Chris Boucher; PF;Toronto Raptors;6750000;60;404;63;35;111;46;818
7045;3;2020/21;Patrick McCaw; SF;Toronto Raptors;4000000;5;3;4;2;0;0;5
7051;3;2020/21;O.G. Anunoby; SF;Toronto Raptors;3872215;43;237;94;66;32;75;682
7054;3;2020/21;Stanley Johnson; PF;Toronto Raptors;3804150;61;153;89;52;18;54;267
7083;3;2020/21;Khem Birch; C;Toronto Raptors;3000000;67;387;89;48;50;44;482
7133;3;2020/21;Malachi Flynn; PG;Toronto Raptors;1950600;47;116;137;38;7;43;353
7146;3;2020/21;DeAndre' Bembry; SG;Toronto Raptors;1737145;51;146;107;53;18;71;293
7154;3;2020/21;Gary Trent Jr.; SG;Toronto Raptors;1663861;58;152;80;56;10;43;888
7225;3;2020/21;Paul Watson; SG;Toronto Raptors;1445697;27;45;17;6;3;9;111
7268;3;2020/21;Yuta Watanabe; SF;Toronto Raptors;321893;50;159;40;26;19;19;218
7283;3;2020/21;Freddie Gillespie; SF;Toronto Raptors;116903;20;97;9;13;20;12;111
7307;3;2021/22;Pascal Siakam;PF;Toronto Raptors;33003936;68;580;360;85;42;181;1551
7345;3;2021/22;Fred VanVleet;SG;Toronto Raptors;19675926;65;289;434;111;35;170;1320
7365;3;2021/22;Gary Trent Jr.;SG;Toronto Raptors;16000000;70;191;141;122;19;73;1283
7377;3;2021/22;Thaddeus Young;PF;Toronto Raptors;14190000;52;208;104;54;18;52;322
7451;3;2021/22;Scottie Barnes;SF;Toronto Raptors;7280520;74;557;256;80;55;136;1134
7453;3;2021/22;Chris Boucher;PF;Toronto Raptors;7020000;80;494;25;49;75;42;754
7464;3;2021/22;Khem Birch;C;Toronto Raptors;6350000;55;239;56;30;26;29;247
7569;3;2021/22;Precious Achiuwa;PF;Toronto Raptors;2711280;73;473;82;37;41;84;664
7600;3;2021/22;Malachi Flynn;PG;Toronto Raptors;2048040;44;63;70;20;4;13;189
7647;3;2021/22;Yuta Watanabe;SF;Toronto Raptors;1762796;38;92;21;11;16;19;163
7651;3;2021/22;Svi Mykhailiuk;SG;Toronto Raptors;1729217;56;92;45;26;4;32;255
7660;3;2021/22;Isaac Bonga;G;Toronto Raptors;1669178;15;7;4;8;2;2;12
7661;3;2021/22;Sam Dekker;F;Toronto Raptors;1669178;1;0;0;0;0;0;0
7712;3;2021/22;Daniel Oturu;C;Toronto Raptors;1517981;3;5;0;0;2;0;9
7743;3;2021/22;Dalano Banton;PG;Toronto Raptors;925258;64;124;99;28;10;53;205
7781;3;2021/22;Armoni Brooks;G;Toronto Raptors;136926;54;103;62;28;11;27;288
7785;3;2021/22;Juwan Morgan;F;Toronto Raptors;19816;2;4;1;0;0;0;5
42;4;2003/04;Wesley Person; SF;Atlanta Hawks;7700000;58;117;66;19;9;38;338
43;4;2003/04;Alan Henderson; PF;Atlanta Hawks;7682000;6;21;2;1;2;3;24
56;4;2003/04;Bob Sura; PG;Atlanta Hawks;6166000;80;326;233;62;14;105;596
98;4;2003/04;Zeljko Rebraca; C;Atlanta Hawks;4200000;24;58;6;5;11;17;91
117;4;2003/04;Chris Crawford; SF;Atlanta Hawks;3000000;56;175;45;37;20;55;569
118;4;2003/04;Jason Terry; G;Atlanta Hawks;2933000;81;336;437;124;16;229;1359
135;4;2003/04;Joel Przybilla; C;Atlanta Hawks;2373000;17;111;7;5;17;18;49
146;4;2003/04;Jason Collier; C;Atlanta Hawks;2109000;20;111;17;11;11;31;226
166;4;2003/04;Michael Bradley; PF;Atlanta Hawks;1292000;16;23;1;3;0;7;15
271;4;2004/05;Michael Stewart; PF;Atlanta Hawks;4800000;12;40;5;6;5;6;25
288;4;2004/05;Tony Delk; PG;Atlanta Hawks;3150000;56;130;104;47;3;54;667
298;4;2004/05;Jason Collier; C;Atlanta Hawks;2949000;70;184;18;15;13;63;402
361;4;2005/06;Joe Johnson; G;Atlanta Hawks;12000000;82;335;536;103;31;267;1653
415;4;2005/06;Al Harrington; PF;Atlanta Hawks;6975500;76;523;238;85;14;195;1411
488;4;2005/06;Zaza Pachulia; C;Atlanta Hawks;4000000;78;613;129;89;39;180;911
491;4;2005/06;Marvin Williams; F;Atlanta Hawks;3883000;79;383;63;48;24;83;672
501;4;2005/06;Tyronn Lue; PG;Atlanta Hawks;3500000;51;82;157;26;3;75;560
535;4;2005/06;Josh Childress; F;Atlanta Hawks;2677200;74;387;131;86;39;101;742
604;4;2005/06;Josh Smith; PF;Atlanta Hawks;1560000;80;531;191;64;208;162;902
647;4;2005/06;John Edwards; C;Atlanta Hawks;1000000;40;48;5;3;15;12;70
705;4;2005/06;Salim Stoudamire; SG;Atlanta Hawks;675000;61;116;75;27;3;82;589
706;4;2005/06;Esteban Batista; PF;Atlanta Hawks;644209;57;144;7;15;11;38;101
709;4;2005/06;Royal Ivey; PG;Atlanta Hawks;641748;73;96;74;24;7;23;260
720;4;2005/06;Donta Smith; SG;Atlanta Hawks;641748;23;14;9;8;0;4;38
776;4;2006/07;Joe Johnson; G;Atlanta Hawks;12744190;57;239;249;60;11;176;1426
836;4;2006/07;Speedy Claxton; PG;Atlanta Hawks;6854546;42;81;185;72;4;75;221
900;4;2006/07;Marvin Williams; F;Atlanta Hawks;4174800;64;337;121;52;30;127;839
909;4;2006/07;Zaza Pachulia; C;Atlanta Hawks;4000000;72;500;106;77;36;162;875
924;4;2006/07;Tyronn Lue; PG;Atlanta Hawks;3500000;56;104;201;24;0;85;636
931;4;2006/07;Lorenzen Wright; PF;Atlanta Hawks;3250000;67;216;40;28;28;39;173
945;4;2006/07;Shelden Williams; C;Atlanta Hawks;2952840;81;435;44;52;39;96;444
951;4;2006/07;Josh Childress; F;Atlanta Hawks;2863920;55;340;127;58;36;80;715
961;4;2006/07;Anthony Johnson; PG;Atlanta Hawks;2640000;67;101;201;33;3;76;355
1030;4;2006/07;Josh Smith; PF;Atlanta Hawks;1460640;72;621;236;101;207;227;1178
1097;4;2006/07;Royal Ivey; PG;Atlanta Hawks;744551;53;51;45;24;4;31;157
1112;4;2006/07;Salim Stoudamire; SG;Atlanta Hawks;729000;61;74;61;21;2;55;471
1115;4;2006/07;Solomon Jones; PF;Atlanta Hawks;675000;58;136;11;11;42;25;189
1135;4;2006/07;Esteban Batista; PF;Atlanta Hawks;644209;13;30;4;3;0;4;20
1198;4;2007/08;Mike Bibby; PG;Atlanta Hawks;14 983 603;48;160;290;54;4;119;667
1205;4;2007/08;Joe Johnson; G;Atlanta Hawks;13 488 378;82;367;474;84;18;223;1779
1320;4;2007/08;Marvin Williams; F;Atlanta Hawks;4 466 040;80;457;137;81;33;127;1185
1334;4;2007/08;Zaza Pachulia; C;Atlanta Hawks;4 000 000;62;248;36;24;13;69;322
1342;4;2007/08;Al Horford; C;Atlanta Hawks;3 745 800;81;785;124;60;76;137;821
1411;4;2007/08;Josh Smith; PF;Atlanta Hawks;2 243 543;81;667;272;123;227;245;1394
1420;4;2007/08;Acie Law; PG;Atlanta Hawks;1 927 080;56;57;113;29;0;56;235
1504;4;2007/08;Salim Stoudamire; SG;Atlanta Hawks;783000;35;24;28;7;5;21;200
1535;4;2007/08;Solomon Jones; PF;Atlanta Hawks;729 000;35;42;0;3;5;11;35
1568;4;2007/08;Mario West; SG;Atlanta Hawks;427 163;64;48;13;12;4;9;59
1625;4;2008/09;Mike Bibby; PG;Atlanta Hawks;14983603;79;278;392;98;11;128;1176
1635;4;2008/09;Joe Johnson; G;Atlanta Hawks;14232567;79;346;455;84;19;195;1688
1663;4;2008/09;Josh Smith; PF;Atlanta Hawks;10000000;69;498;169;94;111;161;1073
1729;4;2008/09;Speedy Claxton; PG;Atlanta Hawks;5757818;2;0;3;0;0;0;5
1731;4;2008/09;Marvin Williams; F;Atlanta Hawks;5636142;61;382;81;57;39;70;845
1772;4;2008/09;Al Horford; C;Atlanta Hawks;4023720;67;624;163;53;95;103;773
1778;4;2008/09;Zaza Pachulia; C;Atlanta Hawks;4000000;77;436;57;35;26;91;481
1829;4;2008/09;Maurice Evans; SG;Atlanta Hawks;2500000;80;243;54;50;10;43;574
1849;4;2008/09;Acie Law; PG;Atlanta Hawks;2071680;55;58;86;11;3;29;162
1887;4;2008/09;Ronald Murray; SG;Atlanta Hawks;1500000;80;168;158;88;17;128;974
1974;4;2008/09;Solomon Jones; PF;Atlanta Hawks;797581;63;142;15;7;34;27;188
1975;4;2008/09;Randolph Morris; C;Atlanta Hawks;797581;23;20;2;2;1;7;18
1981;4;2008/09;Thomas Gardner; SG;Atlanta Hawks;711517;16;7;2;4;1;3;24
1988;4;2008/09;Mario West; SG;Atlanta Hawks;711517;53;56;19;18;4;13;43
2023;4;2008/09;Othello Hunter; SF;Atlanta Hawks;442114;16;24;1;2;5;2;22
2055;4;2009/10;Joe Johnson; G;Atlanta Hawks;14976754;76;353;369;82;5;145;1619
2080;4;2009/10;Josh Smith; PF;Atlanta Hawks;10800000;81;705;342;130;172;198;1269
2098;4;2009/10;Jamal Crawford; G;Atlanta Hawks;9360000;79;201;238;61;12;137;1425
2119;4;2009/10;Marvin Williams; F;Atlanta Hawks;7500000;81;416;93;66;46;72;820
2139;4;2009/10;Mike Bibby; PG;Atlanta Hawks;6217617;80;184;310;67;3;90;730
2171;4;2009/10;Zaza Pachulia; C;Atlanta Hawks;4750000;78;293;42;37;31;58;333
